Var1,Var2
"gui,di,fang","鬼地方"
"gui,dian,zi","鬼点子"
"gui,ding","规定"
"gui,ding,dong,zuo","规定动作"
"gui,ding,xing","规定性"
"gui,du","轨度"
"gui,dui","归队"
"gui,er,jian,mu","贵耳贱目"
"gui,fan","规范"
"gui,fan,hua","规范化"
"gui,fan,xing","规范性"
"gui,fang","闺房"
"gui,fei","贵妃,硅肺"
"gui,fu","鬼斧"
"gui,fu,ren","贵妇人"
"gui,fu,shen,gong","鬼斧神工"
"gui,gan","贵干"
"gui,gang,pian","硅钢片"
"gui,ge","规格,闺阁"
"gui,ge,hua","规格化"
"gui,gen","归根"
"gui,gen,dao,di","归根到底"
"gui,gen,jie,di","归根结底,归根结蒂"
"gui,gen,jiu,di","归根究底"
"gui,geng","贵庚"
"gui,gong","归公,归功"
"gui,gong,yu","归功于"
"gui,gu","硅谷"
"gui,guai","鬼怪,诡怪"
"gui,guan","桂冠"
"gui,gui,ju,ju","规规矩矩"
"gui,gui,sui,sui","鬼鬼祟祟"
"gui,guo","归国,贵国"
"gui,hang","归航"
"gui,hua","规划,桂花,鬼话,归化"
"gui,hua,fu","鬼画符"
"gui,hua,lian,pian","鬼话连篇"
"gui,hua,mu","硅化木"
"gui,huan","归还"
"gui,hui","归回"
"gui,hun","鬼魂,鬼混"
"gui,huo","鬼火"
"gui,ji","轨迹,诡计,归集"
"gui,ji,duo,duan","诡计多端"
"gui,jia","归家,龟甲"
"gui,jian","贵贱,规谏,龟鉴"
"gui,jian,chou","鬼见愁"
"gui,jiao","硅胶"
"gui,jie","归结,规诫"
"gui,jin,shu","贵金属"
"gui,jiu","归咎"
"gui,ju","规矩,轨距,桂剧"
"gui,jue","诡谲"
"gui,ke","贵客"
"gui,kou","归口"
"gui,ku,lang,hao","鬼哭狼嚎"
"gui,ku,shen,hao","鬼哭神嚎"
"gui,lai","归来"
"gui,lei","归类"
"gui,li","瑰丽,规例"
"gui,li,bao,dui","归里包堆"
"gui,lian","鬼脸"
"gui,lin","桂林"
"gui,ling,jing","鬼灵精"
"gui,long","归拢"
"gui,lu","归路"
"gui,lv","规律"
"gui,lv,xing","规律性"
"gui,mei","鬼魅"
"gui,men","柜门,闺门"
"gui,men,guan","鬼门关"
"gui,mi","诡秘"
"gui,mi,xin,qiao","鬼迷心窍"
"gui,mian","规勉"
"gui,miu,fa","归谬法"
"gui,mo","规模"
"gui,mo,jing,ji","规模经济"
"gui,na","归纳"
"gui,na,fa","归纳法"
"gui,na,tui,li","归纳推理"
"gui,nie","圭臬"
"gui,ning","归宁"
"gui,nv","闺女"
"gui,pi","桂皮"
"gui,pian","硅片"
"gui,qi","归期,诡奇,贵戚,瑰奇"
"gui,qiao","归侨"
"gui,qu","归去"
"gui,qu,lai,xi","归去来兮"
"gui,quan","规劝"
"gui,ren","贵人"
"gui,shang","柜上"
"gui,she","跪射"
"gui,shen","鬼神"
"gui,sheng","贵省"
"gui,shi,shen,chai","鬼使神差"
"gui,shu","归属"
"gui,shun","归顺"
"gui,su","归宿"
"gui,suan","硅酸"
"gui,suan,na","硅酸钠"
"gui,suan,yan","硅酸盐"
"gui,sui","鬼祟"
"gui,suo","龟缩"
"gui,tai","柜台,鬼胎"
"gui,ti,tou","鬼剃头"
"gui,tian","归天,归田"
"gui,tie","硅铁"
"gui,tou","龟头"
"gui,tou,gui,nao","鬼头鬼脑"
"gui,tu","归途"
"gui,wei","瑰伟,瑰玮"
"gui,xi","归西"
"gui,xia","跪下"
"gui,xiang","归降,归向"
"gui,xiang,jiao","硅橡胶"
"gui,xiao","贵校"
"gui,xin","归心"
"gui,xin,si,jian","归心似箭"
"gui,xing","贵姓,归省"
"gui,xing,ju,bu","规行矩步"
"gui,xiu","闺秀"
"gui,ya,na","圭亚那"
"gui,yang","贵阳,桂阳,贵恙"
"gui,yi","诡异,皈依,归依,瑰异"
"gui,yin","归隐"
"gui,yin,yu","归因于"
"gui,yu","归于,鲑鱼,鳜鱼,鬼蜮"
"gui,yuan","桂圆"
"gui,yue","规约"
"gui,zang","归葬"
"gui,zao","硅藻"
"gui,zao,tu","硅藻土"
"gui,ze","规则"
"gui,zha","诡诈"
"gui,zhang","规章"
"gui,zhang,zhi,du","规章制度"
"gui,zhe","轨辙"
"gui,zhen","归真,轨枕"
"gui,zhen,cao","鬼针草"
"gui,zhen,fan,pu","归真返璞"
"gui,zheng","规整,规正,归整"
"gui,zheng,liu,qi","硅整流器"
"gui,zhi","规制,桂枝,归置"
"gui,zhong","贵重"
"gui,zhou","贵州,贵胄"
"gui,zhou,sheng","贵州省"
"gui,zhu","桂竹"
"gui,zi","柜子,鬼子"
"gui,zi,jiang","鬼子姜"
"gui,zi,shou","刽子手"
"gui,zong","归总"
"gui,zu","贵族,柜组"
"gui,zu,yuan","贵族院"
"gui,zui","归罪"
"gui,zui,yu","归罪于"
"gun","滚,棍,辊,衮"
"gun,bang","棍棒"
"gun,bian","滚边,绲边"
"gun,cun","滚存"
"gun,da","滚打"
"gun,dan","滚蛋"
"gun,dao","滚刀"
"gun,dao,rou","滚刀肉"
"gun,dong","滚动"
"gun,dong,mo,ca","滚动摩擦"
"gun,dong,zhou,cheng","滚动轴承"
"gun,er,cha","棍儿茶"
"gun,fan","滚翻"
"gun,fei","滚沸,滚肥"
"gun,gang","滚杠"
"gun,gua,lan,shu","滚瓜烂熟"
"gun,gua,liu,you","滚瓜流油"
"gun,gua,liu,yuan","滚瓜溜圆"
"gun,gun","滚滚,衮衮"
"gun,gun,zhu,gong","衮衮诸公"
"gun,kai","滚开"
"gun,lei","滚雷"
"gun,lun","滚轮"
"gun,luo","滚落"
"gun,mu","滚木"
"gun,re","滚热"
"gun,shui","滚水"
"gun,tang","滚烫"
"gun,tong","滚筒"
"gun,xue,qiu","滚雪球"
"gun,ya","滚压"
"gun,yuan","滚圆"
"gun,zhen,zhou,cheng","滚针轴承"
"gun,zhou","辊轴"
"gun,zhu","滚珠"
"gun,zhu,zhou,cheng","滚珠轴承"
"gun,zhuang,chuan","滚装船"
"gun,zi","棍子,辊子,磙子"
"guo","国,过,果,郭,锅,裹"
"guo,ba","锅巴"
"guo,ban","过半,国办"
"guo,ban,shu","过半数"
"guo,bang","过磅"
"guo,bao","国宝"
"guo,bao,he","过饱和"
"guo,ben","国本"
"guo,biao","国标"
"guo,bie","国别"
"guo,bin","国宾"
"guo,bin,guan","国宾馆"
"guo,bing","锅饼"
"guo,bu,qi,ran","果不其然"
"guo,bu,qu","过不去"
"guo,cai","果菜"
"guo,ce","国策"
"guo,cha","果茶"
"guo,chan","国产,锅铲"
"guo,chan,hua","国产化"
"guo,chan,huo","国产货"
"guo,chan,pin","国产品"
"guo,chang","过场"
"guo,cheng","过程,过秤"
"guo,chi","国耻"
"guo,chou","国仇"
"guo,cong","过从"
"guo,cui","国粹"
"guo,cuo","过错"
"guo,dan,pi","果丹皮"
"guo,dang","过当"
"guo,dao","国道,过道"
"guo,de,qu","过得去"
"guo,de,ying","过得硬"
"guo,di","过低,锅底"
"guo,dian","过电,国典"
"guo,dian,ying","过电影"
"guo,dong","过冬,果冻"
"guo,dong,zuo,wu","过冬作物"
"guo,du","过渡,过度,国度,国都"
"guo,du,nei,ge","过渡内阁"
"guo,du,shi,qi","过渡时期"
"guo,du,xing","过渡性"
"guo,du,zheng,fu","过渡政府"
"guo,duan","果断"
"guo,duo","过多"
"guo,er","聒耳,果饵"
"guo,fa","国法"
"guo,fang","国防,过房,过访"
"guo,fang,bu","国防部"
"guo,fang,bu,zhang","国防部长"
"guo,fang,fei","国防费"
"guo,fang,gong,ye","国防工业"
"guo,fang,jun","国防军"
"guo,fang,ke,gong,wei","国防科工委"
"guo,fang,lv","国防绿"
"guo,fang,wei,yuan,hui","国防委员会"
"guo,fen","过分"
"guo,fu","果脯,果腹,国父,过付"
"guo,fu,min,an","国富民安"
"guo,fu,min,qiang","国富民强"
"guo,gai","锅盖"
"guo,gan","果敢"
"guo,gao","过高"
"guo,ge","国歌,国格"
"guo,gong","国共"
"guo,gu","国故"
"guo,guan","过关"
"guo,guan,zhan,jiang","过关斩将"
"guo,guo","蝈蝈"
"guo,guo,er","蝈蝈儿"
"guo,hao","国号"
"guo,he","过河"
"guo,he,chai,qiao","过河拆桥"
"guo,hou","过后"
"guo,hu","过户"
"guo,hua","国画,过话,国花"
"guo,hui","国会,国徽"
"guo,hui,zhi","国会制"
"guo,hun","国魂"
"guo,huo","国货,过火,过活"
"guo,ji","国际,国籍,过激,过急,过继"
"guo,ji,biao,zhun","国际标准"
"guo,ji,biao,zhun,hua,zu,zhi","国际标准化组织"
"guo,ji,biao,zhun,shu,hao","国际标准书号"
"guo,ji,bo,lan,hui","国际博览会"
"guo,ji,cai,pan","国际裁判"
"guo,ji,da,xun,huan","国际大循环"
"guo,ji,dan,wei","国际单位"
"guo,ji,dan,wei,zhi","国际单位制"
"guo,ji,er,tong,jie","国际儿童节"
"guo,ji,fa","国际法,国籍法"
"guo,ji,fu,nv,jie","国际妇女节"
"guo,ji,ge","国际歌"
"guo,ji,gong,fa","国际公法"
"guo,ji,gong,yue","国际公约"
"guo,ji,gong,zhi","国际公制"
"guo,ji,guan,li","国际惯例"
"guo,ji,hu,lian,wang","国际互联网"
"guo,ji,hua","国际化"
"guo,ji,ju,shi","国际局势"
"guo,ji,lao,dong,fu,nv,jie","国际劳动妇女节"
"guo,ji,lao,dong,jie","国际劳动节"
"guo,ji,lian,meng","国际联盟"
"guo,ji,lian,yun","国际联运"
"guo,ji,mao,yi","国际贸易"
"guo,ji,min,sheng","国计民生"
"guo,ji,ri,qi,bian,geng,xian","国际日期变更线"
"guo,ji,si,fa","国际私法"
"guo,ji,tong,xin,wei,xing","国际通信卫星"
"guo,ji,xiang,qi","国际象棋"
"guo,ji,xiao,xue","国际小学"
"guo,ji,xin,tuo,tou,zi,gong,si","国际信托投资公司"
"guo,ji,xing","国际性"
"guo,ji,yin,biao","国际音标"
"guo,ji,zhi","国际制"
"guo,ji,zhu,yi","国际主义"
"guo,ji,zong,dui","国际纵队"
"guo,jia","国家"
"guo,jia,an,quan,bu","国家安全部"
"guo,jia,biao,zhun","国家标准"
"guo,jia,cai,pan","国家裁判"
"guo,jia,ce,hui,ju","国家测绘局"
"guo,jia,da,shi","国家大事"
"guo,jia,di,zhen,ju","国家地震局"
"guo,jia,dui","国家队"
"guo,jia,fa","国家法"
"guo,jia,gong,shang,xing,zheng,guan,li,ju","国家工商行政管理局"
"guo,jia,gong,wu,yuan","国家公务员"
"guo,jia,hai,yang,ju","国家海洋局"
"guo,jia,ji","国家级"
"guo,jia,ji,gou","国家机构"
"guo,jia,ji,guan","国家机关"
"guo,jia,ji,hua,wei,yuan,hui","国家计划委员会"
"guo,jia,ji,liang,ju","国家计量局"
"guo,jia,ji,qi","国家机器"
"guo,jia,ji,wei","国家计委"
"guo,jia,jiao,wei","国家教委"
"guo,jia,jiao,yu,bu","国家教育部"
"guo,jia,jing,ji,mao,yi,wei,yuan,hui","国家经济贸易委员会"
"guo,jia,jing,wei","国家经委"
"guo,jia,li,yi","国家利益"
"guo,jia,lv,you,ju","国家旅游局"
"guo,jia,min,wei","国家民委"
"guo,jia,qi,xiang,ju","国家气象局"
"guo,jia,quan,li","国家权力"
"guo,jia,suo,you,zhi","国家所有制"
"guo,jia,ti,yu,zong,ju","国家体育总局"
"guo,jia,tong,ji,ju","国家统计局"
"guo,jia,wai,hui,guan,li,ju","国家外汇管理局"
"guo,jia,wu,jia,ju","国家物价局"
"guo,jia,yi,yao,guan,li,ju","国家医药管理局"
"guo,jia,yin,hang","国家银行"
"guo,jia,yu,suan","国家预算"
"guo,jia,yu,wei","国家语委"
"guo,jia,yuan,shou","国家元首"
"guo,jia,zhu,xi","国家主席"
"guo,jia,zi,ben,zhu,yi","国家资本主义"
"guo,jiang","过奖,果酱"
"guo,jiang,zhi,ji","过江之鲫"
"guo,jiao","国脚,国教,果胶,国交,裹脚"
"guo,jie","过节,国界"
"guo,jie,er","过节儿"
"guo,jie,lao,shu","过街老鼠"
"guo,jie,lou","过街楼"
"guo,jie,tian,qiao","过街天桥"
"guo,jin","过劲,裹进"
"guo,jing","过境,国境"
"guo,jing,xian","国境线"
"guo,jiu","果酒,国舅"
"guo,ju","国剧"
"guo,jue","果决"
"guo,jun","国君"
"guo,ke","过客,果壳"
"guo,ku","国库"
"guo,ku,quan","国库券"
"guo,kui","锅盔"
"guo,lai","过来"
"guo,lai,ren","过来人"
"guo,leng","过冷"
"guo,li","国力,国立,过礼"
"guo,li,xue,xiao","国立学校"
"guo,liang","过量"
"guo,liao","果料"
"guo,liao,er","果料儿"
"guo,lin","过淋"
"guo,lin,suan,gai","过磷酸钙"
"guo,lu","锅炉,过路,过录"
"guo,lu,cai,shen","过路财神"
"guo,lu,ren","过路人"
"guo,lv","过滤,过虑,果绿"
"guo,lv,ji","过滤机"
"guo,lv,zui","过滤嘴"
"guo,men","国门,过门"
"guo,men,er","过门儿"
"guo,min","国民,过敏"
"guo,min,ge,ming,jun","国民革命军"
"guo,min,jiao,yu","国民教育"
"guo,min,jing,ji","国民经济"
"guo,min,jing,ji,ji,hua","国民经济计划"
"guo,min,sheng,chan,zong,zhi","国民生产总值"
"guo,min,shou,ru","国民收入"
"guo,min,xing,fan,ying","过敏性反应"
"guo,min,zheng,fu","国民政府"
"guo,ming","国名"
"guo,mu","过目,果木"
"guo,mu,bu,wang","过目不忘"
"guo,mu,cheng,song","过目成诵"
"guo,mu,yuan","果木园"
"guo,nan","国难"
"guo,nan,cai","国难财"
"guo,nei","国内"
"guo,nei,wai","国内外"
"guo,nian","过年"
"guo,nong","果农"
"guo,pan","果盘"
"guo,pi","果皮"
"guo,pin","果品"
"guo,qi","国企,过期,国旗,国戚"
"guo,qi,fa","国旗法"
"guo,qian","过谦"
"guo,qiao","过桥"
"guo,qiao,mi,xian","过桥米线"
"guo,qing","国情,国庆"
"guo,qing,jie","国庆节"
"guo,qu","过去"
"guo,qu,le","过去了"
"guo,qu,shi","过去时"
"guo,ran","果然"
"guo,re","过热"
"guo,re,qi","过热器"
"guo,ren","国人,过人,果仁"
"guo,ren,er","果仁儿"
"guo,ri,zi","过日子"
"guo,rou","果肉"
"guo,sang","国丧"
"guo,se","国色"
"guo,se,tian,xiang","国色天香"
"guo,shai","过筛"
"guo,shan,pao","过山炮"
"guo,shang","国殇"
"guo,shao","过少"
"guo,she,dang","国社党"
"guo,shen","过甚"
"guo,sheng","过剩"
"guo,sheng,ri","过生日"
"guo,shi","果实,过时,过失,过世,国事,国势"
"guo,shi,fang,wen","国事访问"
"guo,shi,lei,lei","果实累累"
"guo,shou","过手,国手"
"guo,shu","果树,过数,国书,国术"
"guo,shui,mian","过水面"
"guo,suan","果酸"
"guo,sui","果穗"
"guo,tai","锅台"
"guo,tai,min,an","国泰民安"
"guo,tang","果糖,过堂,国帑"
"guo,tang,feng","过堂风"
"guo,ti","国体"
"guo,tie","锅贴"
"guo,tie,er","锅贴儿"
"guo,ting","过厅"
"guo,tong,qu","国统区"
"guo,tou","过头"
"guo,tu","国土"
"guo,tu,men,er,da,jue","过屠门而大嚼"
"guo,tu,zheng,zhi","国土整治"
"guo,tui","裹腿"
"guo,tuo,ji","锅驼机"
"guo,wai","国外"
"guo,wan,piao,pen","锅碗瓢盆"
"guo,wang","国王,过往,过望"
"guo,wei","果味,国威"
"guo,wen","过问,国文"
"guo,wu","国务,过午"
"guo,wu,bu,zhang","国务部长"
"guo,wu,guan","过五关"
"guo,wu,hui,yi","国务会议"
"guo,wu,qing","国务卿"
"guo,wu,wei,yuan","国务委员"
"guo,wu,yuan","国务院"
"guo,wu,yuan,ban,gong,ting","国务院办公厅"
"guo,xi","过细,国玺"
"guo,xia","过夏"
"guo,xie","裹挟,裹胁"
"guo,xin","过心"
"guo,xin,nian","过新年"
"guo,xue","国学"
"guo,yan","过眼,国宴"
"guo,yan,yan,yun","过眼烟云"
"guo,yan,yun,yan","过眼云烟"
"guo,yan,zi","锅烟子"
"guo,yang,hua,qing","过氧化氢"
"guo,yang,hua,wu","过氧化物"
"guo,yao","国药"
"guo,ye","过夜"
"guo,yi","国医,果毅"
"guo,yi,bu,qu","过意不去"
"guo,yin","过瘾"
"guo,ying","过硬,国营,果蝇"
"guo,ying,nong,chang","国营农场"
"guo,ying,qi,ye","国营企业"
"guo,ying,shang,ye","国营商业"
"guo,you","国有,国优"
"guo,you,bu,ji","过犹不及"
"guo,you,hua","国有化"
"guo,you,qi,ye","国有企业"
"guo,yu","过于,过誉"
"guo,yuan","果园"
"guo,yue","国乐"
"guo,yun","国运"
"guo,yun,yu","过云雨"
"guo,za","裹扎"
"guo,zai","过载"
"guo,zang","国葬"
"guo,zao","过早,聒噪,锅灶"
"guo,zei","国贼"
"guo,zhai","国债"
"guo,zhang","过账"
"guo,zhang,zhi,du","过账制度"
"guo,zhao","过招"
"guo,zhen","果真"
"guo,zheng","国政"
"guo,zhi","果汁"
"guo,zhong","过重"
"guo,zhuang","锅庄"
"guo,zi","果子,锅子"
"guo,zi,jian","国子监"
"guo,zi,jiang","果子酱"
"guo,zi,jiu","果子酒"
"guo,zi,lu","果子露"
"guo,zu","裹足"
"guo,zu,bu,qian","裹足不前"
"ha","哈,蛤"
"ha,ba,gou","哈巴狗"
"ha,da","哈达"
"ha,er,bin","哈尔滨"
"ha,er,bin,shi","哈尔滨市"
"ha,ha","哈哈"
"ha,ha,da,xiao","哈哈大笑"
"ha,ha,er","哈哈儿"
"ha,ha,ha","哈哈哈"
"ha,ha,jing","哈哈镜"
"ha,la","哈喇"
"ha,la,zi","哈喇子"
"ha,lei,hui,xing","哈雷彗星"
"ha,li,fa","哈里发"
"ha,ma","蛤蟆"
"ha,ma,jing","蛤蟆镜"
"ha,mi","哈密"
"ha,mi,gua","哈密瓜"
"ha,ni,zu","哈尼族"
"ha,qi","哈气"
"ha,qian","哈欠"
"ha,sa,ke","哈萨克"
"ha,sa,ke,zu","哈萨克族"
"ha,shi,ma","哈什蚂"
"ha,wa,na","哈瓦那"
"ha,yao","哈腰"
"hai","还,海,嗨,害,孩,骸,亥,骇,氦,咳"
"hai,an","海岸"
"hai,an,dai","海岸带"
"hai,an,pao","海岸炮"
"hai,an,xian","海岸线"
"hai,ba","海拔"
"hai,bai,he","海百合"
"hai,bao","海报,海豹"
"hai,bian","海边"
"hai,bin","海滨"
"hai,bing","害病"
"hai,bo","海波"
"hai,cai","海菜"
"hai,cao","海草"
"hai,chan","海产"
"hai,chan,pin","海产品"
"hai,chang,lan","海昌蓝"
"hai,chao","海潮"
"hai,cheng","海程"
"hai,chong","害虫"
"hai,chu","害处"
"hai,chuan","海船"
"hai,dai","海带"
"hai,dan","海胆"
"hai,dao","海岛,海盗"
"hai,di","海底,海地,海堤"
"hai,di,lao,yue","海底捞月"
"hai,di,lao,zhen","海底捞针"
"hai,dian","海淀"
"hai,diao","海钓"
"hai,er","孩儿"
"hai,fang","海防"
"hai,fei","海匪"
"hai,feng","海风"
"hai,gang","海港"
"hai,gou","海沟,海狗"
"hai,gu","骸骨"
"hai,guai","骇怪"
"hai,guan","海关"
"hai,guan,zong,shu","海关总署"
"hai,gui","海龟"
"hai,han","海涵"
"hai,hao","还好"
"hai,he","海河"
"hai,hun","海魂,还魂"
"hai,hun,shan","海魂衫"
"hai,huo","海货"
"hai,ji,hui","海基会"
"hai,jiang","海疆"
"hai,jiao","海角"
"hai,jiao,tian,ya","海角天涯"
"hai,jin","海禁"
"hai,jing","海景"
"hai,jun","海军"
"hai,jun,ji,di","海军基地"
"hai,jun,lu,zhan,dui","海军陆战队"
"hai,jun,ni","海军呢"
"hai,kou","海口"
"hai,ku,shi,lan","海枯石烂"
"hai,kuang","海况"
"hai,kui","海葵"
"hai,kuo,tian,kong","海阔天空"
"hai,la,er","海拉尔"
"hai,lan","海蓝"
"hai,lang","海浪"
"hai,li","海里,海狸"
"hai,li,shu","海狸鼠"
"hai,li,zi","海蛎子"
"hai,liang","海量"
"hai,ling","海岭"
"hai,liu","海流"
"hai,long","海龙"
"hai,lu","海路"
"hai,lun","海轮"
"hai,luo","海螺"
"hai,luo,yin","海洛因"
"hai,ma","海马"
"hai,man","海鳗"
"hai,mei","还没"
"hai,mi","海米"
"hai,mian","海面,海绵"
"hai,mian,tian","海绵田"
"hai,ming","害命"
"hai,nan","海南,海难"
"hai,nan,dao","海南岛"
"hai,nan,xi","海南戏"
"hai,nei","海内"
"hai,nei,wai","海内外"
"hai,niao","海鸟,害鸟"
"hai,niu","海牛"
"hai,ou","海鸥"
"hai,pa","害怕"
"hai,pai","海派"
"hai,pai,cai","海派菜"
"hai,pao,shi","海泡石"
"hai,pen","海盆"
"hai,piao,xiao","海螵蛸"
"hai,ping,mian","海平面"
"hai,ping,xian","海平线"
"hai,qi","氦气"
"hai,qin","海侵"
"hai,qu","海区"
"hai,qun,zhi,ma","害群之马"
"hai,ran","骇然"
"hai,ren","害人"
"hai,ren,chong","害人虫"
"hai,ren,ting,wen","骇人听闻"
"hai,sao","害臊"
"hai,shang","海上"
"hai,shang,de","海上的"
"hai,shen","海参,海神"
"hai,shen,wai","海参崴"
"hai,sheng,tan,qi","咳声叹气"
"hai,shi","还是,海事,海狮,海蚀,亥时"
"hai,shi,gei,yi","还是给以"
"hai,shi,ni,ning","还是泥泞"
"hai,shi,ning,jing","还是宁静"
"hai,shi,shan,meng","海誓山盟"
"hai,shi,shen,lou","海市蜃楼"
"hai,shou","海兽,害兽"
"hai,shui","海水"
"hai,shui,li","海水里"
"hai,shui,mian","海水面"
"hai,shui,yu","海水浴"
"hai,sun","海损"
"hai,ta","海獭"
"hai,tan","海滩"
"hai,tang","海棠,海塘"
"hai,tao","海涛"
"hai,tian,xiang,wen","海天相吻"
"hai,tong","孩童"
"hai,tu","海图,海涂"
"hai,tun","海豚"
"hai,tun,yong","海豚泳"
"hai,wai","海外"
"hai,wai,ban","海外版"
"hai,wai,chi,zi","海外赤子"
"hai,wai,guan,xi","海外关系"
"hai,wai,qi,tan","海外奇谈"
"hai,wai,qiao,bao","海外侨胞"
"hai,wan","海湾,海碗"
"hai,wang,xing","海王星"
"hai,wei","海味"
"hai,xi","害喜"
"hai,xia","海峡"
"hai,xian","海鲜"
"hai,xiang","海象"
"hai,xiang,chen,ji","海相沉积"
"hai,xiao","海啸"
"hai,xie","海蟹,海协"
"hai,xie,hui","海协会"
"hai,xing","海星"
"hai,xiong","海熊"
"hai,xiu","害羞"
"hai,xun","海寻"
"hai,ya","海牙"
"hai,yan","海燕,海盐,害眼"
"hai,yan,he,qing","海晏河清"
"hai,yang","海洋"
"hai,yang,fa","海洋法"
"hai,yang,quan","海洋权"
"hai,yang,sheng,wu","海洋生物"
"hai,yang,xing,qi,hou","海洋性气候"
"hai,yang,xue","海洋学"
"hai,yang,zhu,ding","海洋注定"
"hai,yao","还要"
"hai,yi","骇异"
"hai,yo","嗨哟"
"hai,you","还有"
"hai,yu","海域,海鱼,海隅"
"hai,yuan","海员"
"hai,yun","海运"
"hai,zai","还在"
"hai,zang","海葬"
"hai,zao","海藻"
"hai,zhan","海战"
"hai,zhe","海蜇"
"hai,zhe,pi","海蜇皮"
"hai,zhen","海震"
"hai,zhu","海猪"
"hai,zi","孩子,海子"
"hai,zi,jia","孩子家"
"hai,zi,ma","孩子妈"
"hai,zi,qi","孩子气"
"hai,zi,tou","孩子头"
"hai,zi,wang","孩子王"
"han","汉,含,韩,寒,喊,汗,旱,罕,函,憾,涵,撼,悍,酣,捍,邯,憨,焊,翰,瀚,颔,鼾"
"han,ba","旱魃"
"han,bai,yu","汉白玉"
"han,ban","汗斑"
"han,bao","汉堡,含苞"
"han,bao,bao","汉堡包"
"han,bao,dai,fang","含苞待放"
"han,bao,yu,fang","含苞欲放"
"han,bei","含悲"
"han,bei,xin","汗背心"
"han,bi","寒痹"
"han,bing","旱冰"
"han,bing,chang","旱冰场"
"han,bing,xie","旱冰鞋"
"han,cen,cen","汗涔涔"
"han,chan","寒蝉"
"han,chang","酣畅"
"han,chang,lin,li","酣畅淋漓"
"han,chao","汉朝,寒潮"
"han,chen","寒碜"
"han,cheng","汉城"
"han,chi","憨痴"
"han,chou","汗臭"
"han,chuan","旱船"
"han,chuang","寒窗"
"han,da","喊打,函大"
"han,dai","汉代,寒带"
"han,dan","邯郸,菡萏"
"han,dan,xue,bu","邯郸学步"
"han,dao","旱稻"
"han,di","旱地,汗滴"
"han,dian","函电"
"han,diao","函调"
"han,dong","寒冬,撼动,涵洞"
"han,dong,la,yue","寒冬腊月"
"han,fei","韩非,悍匪"
"han,fen","含愤"
"han,feng","寒风,焊缝"
"han,feng,leng,yu","寒风冷雨"
"han,feng,lin,lin","寒风凛凛"
"han,fu","函复,悍妇,汉赋"
"han,gai","涵盖"
"han,gao","函告"
"han,gong","焊工"
"han,gou","函购"
"han,gou,ren,ru","含垢忍辱"
"han,gu,guan","函谷关"
"han,gua,er","汗褂儿"
"han,guan","焊管,涵管"
"han,guang","寒光"
"han,guo","韩国"
"han,hai","瀚海"
"han,han,hu,hu","含含糊糊"
"han,hao,niao","寒号鸟"
"han,hen","含恨"
"han,hou","憨厚"
"han,hu","含糊"
"han,hu,qi,ci","含糊其辞,含糊其词"
"han,hua","汉化,喊话,焊花"
"han,hun","含混"
"han,hun,bu,qing","含混不清"
"han,ji","旱季,焊剂,函寄"
"han,jia","寒假"
"han,jian","罕见,函件,汉奸,汗碱"
"han,jiang","邗江"
"han,jiang,wei,guo","捍疆卫国"
"han,jiao","喊叫,汗脚"
"han,jie","焊接"
"han,jie,shi,jian","焊接时间"
"han,jin","寒噤"
"han,jin,jin","汗津津"
"han,jin,liang","含金量"
"han,jing","旱井"
"han,ju","汉剧"
"han,ka","汉卡"
"han,kong","汗孔"
"han,kou","汉口,焊口"
"han,ku","寒苦"
"han,lai,shu,wang","寒来暑往"
"han,lao,bao,shou","旱涝保收"
"han,lei","含泪"
"han,leng","寒冷"
"han,li","汉隶"
"han,lian","颔联"
"han,liang","含量,寒凉"
"han,liao","焊料"
"han,lin","翰林"
"han,lin,lin","汗淋淋"
"han,lin,xue,shi","翰林学士"
"han,liu","寒流"
"han,liu,jia,bei","汗流浃背"
"han,lu","寒露,旱路"
"han,lu,feng","寒露风"
"han,ma,gong,lao","汗马功劳"
"han,man","汗漫"
"han,mao","汗毛,寒毛"
"han,men","寒门"
"han,meng","酣梦"
"han,mian","酣眠"
"han,min","汉民"
"han,mo","翰墨,旱魔"
"han,nian","旱年"
"han,niu,chong,dong","汗牛充栋"
"han,nu","含怒"
"han,qi","寒气,憨气"
"han,qi,xi,ren","寒气袭人"
"han,qian","焊钳"
"han,qiang","焊枪"
"han,qiao","旱桥,寒峭"
"han,qing","旱情,含情,汗青"
